security_id,cusip,issuer,reason,conflicting_evidence,impacted_observation_count,affected_variants,affected_splits,recommended_review_action
,84856X205,BIMERGEN ENERGY CORP,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,86800UAF1,SUPER MICRO COMPUTER INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H4_combined,resolve ambiguity
,87283Q784,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TCAL,1,O0,,review conflict evidence
,87283Q818,T ROWE PRICE EXCHANGE-TRADED,CONFLICT,SEC unique ticker TKNZ != OpenFIGI TAXE,1,O0,H1_time_holdout,review conflict evidence
,957664105,WESTERN ASSET PREMIER BD FD,AMBIGUOUS,"multiple distinct US tickers: ['WEA', 'XWEAX']",1,O0,H1_time_holdout,resolve ambiguity
,95766N103,WESTERN ASSET MUN HIGH INCOM,AMBIGUOUS,"multiple distinct US tickers: ['MHF', 'XMHFX']",1,O0,H1_time_holdout,resolve ambiguity
,95766T100,WESTERN ASSET INVESTMENT GRA,AMBIGUOUS,"multiple distinct US tickers: ['PAI', 'XPAIX']",1,O0,H1_time_holdout,resolve ambiguity
,963025754,WHEELER REAL ESTATE INVT TR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G0113G127,ACP HOLDINGS ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G0136H128,AERIES TECHNOLOGY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,G0344N107,AMPERCAP ACQUISITION CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G0344N123,AMPERCAP ACQUISITION CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G1810A124,BURTECH ACQUISITION CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G1828W100,CANTOR EQUITY PARTNERS VII I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G22741121,COLLECTIVE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G22845104,OCTAVE INTELLIGENCE PLC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,G2295P107,COLUMBUS ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G2946P100,EGH ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G3106Q102,EQV VENTURES AC CORP. II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G3700S124,FUTURE MONEY ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G3R95P124,OIO GROUP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G4124C117,GRAB HOLDINGS LIMITED,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,G55032174,MICROCLOUD HOLOGRAM INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G5T117128,MAYWOOD ACQUISITION CORP 2,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G6209W124,MKDWELL TECH INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G6301L109,MOUNTAIN LAKE ACQUISIT CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G6693P122,ROBO.AI INC.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,G7314B104,QUARTZSEA ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G7315L127,QUASAREDGE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G73167101,QUANTUM LEAP ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,G73167127,QUANTUM LEAP ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G7633M104,ROMAN DBDR ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G8089R126,PANTAGES CAPITAL ACQUISITION,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G82745103,SOULPOWER ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G8443M102,STARLINK AI ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G8443M128,STARLINK AI ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,G9582G104,VIKING ACQUISITION CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,G9640P120,WILCO 63 CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
,M97838409,WEARABLE DEVICES LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,,resolve ambiguity
,Q6297L120,MOBILICOM LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,1,O0,H1_time_holdout,resolve ambiguity
